OTU,kingdom,phylum,class,order,family,genus,species
M00598:87:000000000-J7KGW:1:1101:7258:23058__kiwi2020__AG0529-0168__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH227806.06FU
M00598:87:000000000-J7KGW:1:1101:7528:14293__kiwi2020__AG0529-0374__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH236957.06FU
M00598:87:000000000-J7KGW:1:1101:7670:18459__kiwi2020__AG0529-0275__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,Aspergillus_cibarius|SH236881.06FU
M00598:87:000000000-J7KGW:1:1101:7710:10269__kiwi2020__AG0529-0175__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Itersonilia,Itersonilia_perplexans|SH217649.06FU
M00598:87:000000000-J7KGW:1:1101:7776:12236__kiwi2020__AG0529-1154__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH224125.06FU
M00598:87:000000000-J7KGW:1:1101:7871:6521__kiwi2020__AG0529-0602__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolales_unidentified,Sporidiobolales_unidentified_1,Sporidiobolales_sp|SH212599.06FU
M00598:87:000000000-J7KGW:1:1101:8692:18323__kiwi2020__AG0529-0395__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_unidentified,Auriculariales_unidentified_1,Auriculariales_sp|SH223298.06FU
M00598:87:000000000-J7KGW:1:1101:8788:24599__kiwi2020__AG0529-0769__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_unidentified,Chaetothyriales_unidentified_1,Chaetothyriales_sp|SH209747.06FU
M00598:87:000000000-J7KGW:1:1102:10020:22540__kiwi2020__AG0529-0377__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma_sp|SH215426.06FU
M00598:87:000000000-J7KGW:1:1102:10052:13559__kiwi2020__AG0529-1019__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helotiaceae_unidentified,Helotiaceae_sp|SH194384.06FU
M00598:87:000000000-J7KGW:1:1102:10747:26431__kiwi2020__AG0529-0208__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_wuzhishanensis|SH197673.06FU
M00598:87:000000000-J7KGW:1:1102:10957:21436__kiwi2020__AG0529-0645__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_bacillisporus|SH210317.06FU
M00598:87:000000000-J7KGW:1:1102:11055:14767__kiwi2020__AG0529-0917__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_gracile|SH218728.06FU
M00598:87:000000000-J7KGW:1:1102:11827:25815__kiwi2020__AG0529-0467__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellales_unidentified,Tremellales_unidentified_1,Tremellales_sp|SH229402.06FU
M00598:87:000000000-J7KGW:1:1102:12069:20731__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora_sp|SH234942.06FU
M00598:87:000000000-J7KGW:1:1102:12155:13328__kiwi2020__AG0529-0880__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Mycoarthris,Mycoarthris_corallina|SH209236.06FU
M00598:87:000000000-J7KGW:1:1102:12351:27701__kiwi2020__AG0529-0959__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_lamellibrachiae|SH227552.06FU
M00598:87:000000000-J7KGW:1:1102:12434:17116__kiwi2020__AG0529-1157__ITS1F,Fungi,Ascomycota,Dothideomycetes,Dothideales,Incertae_sedis_22,Celosporium,Celosporium_sp|SH231451.06FU
M00598:87:000000000-J7KGW:1:1102:12690:3726__kiwi2020__AG0529-1128__ITS1F,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Amphisphaeriaceae_unidentified,Amphisphaeriaceae_sp|SH210428.06FU
M00598:87:000000000-J7KGW:1:1102:13203:12102__kiwi2020__AG0529-0913__ITS1F,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hyponectriaceae,Hyponectriaceae_unidentified,Hyponectriaceae_sp|SH189864.06FU
M00598:87:000000000-J7KGW:1:1102:13285:11953__kiwi2020__AG0529-0909__ITS1F,Fungi,Glomeromycota,Glomeromycota_unidentified,Glomeromycota_unidentified_1,Glomeromycota_unidentified_1,Glomeromycota_unidentified_1_1,Glomeromycota_sp|SH234684.06FU
M00598:87:000000000-J7KGW:1:1102:13660:13486__kiwi2020__AG0529-0104__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Cryptococcus,Cryptococcus_albidus|SH231202.06FU
M00598:87:000000000-J7KGW:1:1102:13711:24114__kiwi2020__AG0529-0725__ITS1F,Fungi,Basidiomycota,Incertae_sedis_4,Malasseziales,Incertae_sedis_5,Malassezia,Malassezia_globosa|SH190404.06FU
M00598:87:000000000-J7KGW:1:1102:14699:9962__kiwi2020__AG0529-0993__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
M00598:87:000000000-J7KGW:1:1102:14858:14867__kiwi2020__AG0529-0913__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleomassariaceae,Pleomassariaceae_unidentified,Pleomassariaceae_sp|SH194663.06FU
M00598:87:000000000-J7KGW:1:1102:15490:26538__kiwi2020__AG0529-1121__ITS1F,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylariaceae_unidentified,Xylariaceae_sp|SH194585.06FU
M00598:87:000000000-J7KGW:1:1102:15668:13485__kiwi2020__AG0529-0922__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH227414.06FU
M00598:87:000000000-J7KGW:1:1102:15909:18854__kiwi2020__AG0529-0531__ITS1F,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora,Lecythophora_hoffmannii|SH226439.06FU
M00598:87:000000000-J7KGW:1:1102:16061:14203__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Acremonium,Acremonium_sp|SH235788.06FU
M00598:87:000000000-J7KGW:1:1102:16189:5509__kiwi2020__AG0529-1156__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Hydropisphaera,Hydropisphaera_sp|SH235787.06FU
M00598:87:000000000-J7KGW:1:1102:16786:15826__kiwi2020__AG0529-0972__ITS1F,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Synchytriaceae,Synchytrium,Synchytrium_endobioticum|SH234051.06FU
M00598:87:000000000-J7KGW:1:1102:17146:3028__kiwi2020__AG0529-0655__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_unidentified,Chaetothyriales_unidentified_1,Chaetothyriales_sp|SH222000.06FU
M00598:87:000000000-J7KGW:1:1102:17628:10091__kiwi2020__AG0529-0877__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH214852.06FU
M00598:87:000000000-J7KGW:1:1102:17888:3518__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiaceae_unidentified,Sporormiaceae_sp|SH190483.06FU
M00598:87:000000000-J7KGW:1:1102:17936:26328__kiwi2020__AG0529-0911__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Tremella,Tremella_sp|SH223576.06FU
M00598:87:000000000-J7KGW:1:1102:18548:18239__kiwi2020__AG0529-0892__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Phoma,Phoma_brasiliensis|SH202145.06FU
M00598:87:000000000-J7KGW:1:1102:19377:11268__kiwi2020__AG0529-0914__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH196339.06FU
M00598:87:000000000-J7KGW:1:1102:19434:8159__kiwi2020__AG0529-0392__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Apodus_sp|SH222737.06FU
M00598:87:000000000-J7KGW:1:1102:19489:14306__kiwi2020__AG0529-0922__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH235314.06FU
M00598:87:000000000-J7KGW:1:1102:19707:17151__kiwi2020__AG0529-0927__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_aureum|SH221745.06FU
M00598:87:000000000-J7KGW:1:1102:19717:7390__kiwi2020__AG0529-1156__ITS1F,Fungi,Ascomycota,Sordariomycetes,Xylariales,Incertae_sedis_9,Dinemasporium,Dinemasporium_americana|SH222848.06FU
M00598:87:000000000-J7KGW:1:1102:19733:22394__kiwi2020__AG0529-1157__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Cryptococcus,Cryptococcus_chernovii|SH216501.06FU
M00598:87:000000000-J7KGW:1:1102:20584:15694__kiwi2020__AG0529-0923__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH227414.06FU
M00598:87:000000000-J7KGW:1:1102:20818:6025__kiwi2020__AG0529-0961__ITS1F,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_sp|SH218302.06FU
M00598:87:000000000-J7KGW:1:1102:21277:24572__kiwi2020__AG0529-0911__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH237423.06FU
M00598:87:000000000-J7KGW:1:1102:21367:20352__kiwi2020__AG0529-0859__ITS1F,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Pestalotiopsis,Pestalotiopsis_foedans|SH222074.06FU
M00598:87:000000000-J7KGW:1:1102:21531:14930__kiwi2020__AG0529-0877__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys_sp|SH236640.06FU
M00598:87:000000000-J7KGW:1:1102:21588:5007__kiwi2020__AG0529-0285__ITS1F,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pezizaceae_unidentified,Pezizaceae_sp|SH218927.06FU
M00598:87:000000000-J7KGW:1:1102:21623:20496__kiwi2020__AG0529-0962__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH238459.06FU
M00598:87:000000000-J7KGW:1:1102:22215:15696__kiwi2020__AG0529-0931__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_porosum|SH195343.06FU
M00598:87:000000000-J7KGW:1:1102:22312:14730__kiwi2020__AG0529-0923__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH214830.06FU
M00598:87:000000000-J7KGW:1:1102:22505:25721__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis_8,Myxotrichaceae,Oidiodendron,Oidiodendron_truncatum|SH217742.06FU
M00598:87:000000000-J7KGW:1:1102:22704:8816__kiwi2020__AG0529-0208__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
M00598:87:000000000-J7KGW:1:1102:23193:7032__kiwi2020__AG0529-0997__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_flanaganii|SH190474.06FU
M00598:87:000000000-J7KGW:1:1102:23369:10020__kiwi2020__AG0529-0891__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,Phialocephala_sp|SH234444.06FU
M00598:87:000000000-J7KGW:1:1102:23398:15283__kiwi2020__AG0529-0877__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Dermateaceae_unidentified,uncultured_Dermateaceae|SH215688.06FU
M00598:87:000000000-J7KGW:1:1102:23723:21372__kiwi2020__AG0529-0805__ITS1F,Fungi,Basidiomycota,Basidiomycota_unidentified,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1_1,Basidiomycota_sp|SH236831.06FU
M00598:87:000000000-J7KGW:1:1102:24049:22136__kiwi2020__AG0529-0481__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellales_unidentified,Mortierellales_unidentified_1,Mortierellales_sp|SH206387.06FU
M00598:87:000000000-J7KGW:1:1102:24201:7531__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Phoma,Phoma_paspali|SH233949.06FU
M00598:87:000000000-J7KGW:1:1102:24400:21008__kiwi2020__AG0529-1128__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Phoma,Phoma_koolunga|SH202151.06FU
M00598:87:000000000-J7KGW:1:1102:24500:12728__kiwi2020__AG0529-0993__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Dermateaceae_unidentified,uncultured_Dermateaceae|SH215664.06FU
M00598:87:000000000-J7KGW:1:1102:24674:10223__kiwi2020__AG0529-0913__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Venturiaceae_1,Fusicladium,Fusicladium_africanum|SH232276.06FU
M00598:87:000000000-J7KGW:1:1102:24684:25760__kiwi2020__AG0529-0859__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Candida,Candida_zeylanoides|SH209136.06FU
M00598:87:000000000-J7KGW:1:1102:26100:15321__kiwi2020__AG0529-0285__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH227414.06FU
M00598:87:000000000-J7KGW:1:1102:27324:17312__kiwi2020__AG0529-0816__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Gloeocystidiellum,Gloeocystidiellum_sp|SH217930.06FU
M00598:87:000000000-J7KGW:1:1102:27413:11191__kiwi2020__AG0529-0805__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Periconia,Periconia_sp_CY137|SH232019.06FU
M00598:87:000000000-J7KGW:1:1102:28138:20553__kiwi2020__AG0529-0859__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_sp_LA122|SH201055.06FU
M00598:87:000000000-J7KGW:1:1102:5939:11877__kiwi2020__AG0529-0835__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_sp|SH195037.06FU
M00598:87:000000000-J7KGW:1:1102:6759:22894__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH235314.06FU
M00598:87:000000000-J7KGW:1:1102:7579:15302__kiwi2020__AG0529-0376__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_citrinoviride|SH196079.06FU
M00598:87:000000000-J7KGW:1:1102:7593:23789__kiwi2020__AG0529-0685__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_rademirici|SH218654.06FU
M00598:87:000000000-J7KGW:1:1102:7880:13714__kiwi2020__AG0529-0892__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp|SH205708.06FU
M00598:87:000000000-J7KGW:1:1102:8111:18399__kiwi2020__AG0529-0531__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Trichocomaceae_unidentified,Trichocomaceae_sp|SH210311.06FU
M00598:87:000000000-J7KGW:1:1102:8160:16283__kiwi2020__AG0529-0207__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pleospora_herbarum|SH224791.06FU
M00598:87:000000000-J7KGW:1:1102:8531:9164__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Acrostalagmus,Acrostalagmus_luteoalbus|SH190014.06FU
M00598:87:000000000-J7KGW:1:1102:8574:18339__kiwi2020__AG0529-0909__ITS1F,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH240160.06FU
M00598:87:000000000-J7KGW:1:1102:8898:21133__kiwi2020__AG0529-0913__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,Cephalotheca,Cephalotheca_sulfurea|SH208187.06FU
M00598:87:000000000-J7KGW:1:1102:8967:20001__kiwi2020__AG0529-0911__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Incertae_sedis_48,Syzygospora,Syzygospora_sp|SH198312.06FU
M00598:87:000000000-J7KGW:1:1102:9509:10286__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Gliomastix,Gliomastix_masseei|SH219547.06FU
M00598:87:000000000-J7KGW:1:1103:10660:21240__kiwi2020__AG0529-0513__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Candida,Candida_subhashii|SH241303.06FU
M00598:87:000000000-J7KGW:1:1103:10733:5601__kiwi2020__AG0529-0376__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Umbelopsidaceae,Umbelopsis,Umbelopis_ramanniana_var_angulispora|SH239131.06FU
M00598:87:000000000-J7KGW:1:1103:10938:27894__kiwi2020__AG0529-0961__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH194654.06FU
M00598:87:000000000-J7KGW:1:1103:11164:8577__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Ceramothyrium,Ceramothyrium_carniolicum|SH238238.06FU
M00598:87:000000000-J7KGW:1:1103:11683:10255__kiwi2020__AG0529-0492__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_cavernicola|SH218739.06FU
M00598:87:000000000-J7KGW:1:1103:11981:14523__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Chaunopycnis,Chaunopycnis_sp|SH197955.06FU
M00598:87:000000000-J7KGW:1:1103:12522:15548__kiwi2020__AG0529-1128__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH190471.06FU
M00598:87:000000000-J7KGW:1:1103:13569:23447__kiwi2020__AG0529-1011__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Capnodium,Capnodium_coffeae|SH196198.06FU
M00598:87:000000000-J7KGW:1:1103:13635:7766__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Incertae_sedis_26,Incertae_sedis_26_unidentified,Trichosphaeriales_sp|SH237073.06FU
M00598:87:000000000-J7KGW:1:1103:13890:17721__kiwi2020__AG0529-0912__ITS1F,Fungi,Basidiomycota,Basidiomycota_unidentified,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1_1,Basidiomycota_sp|SH217991.06FU
M00598:87:000000000-J7KGW:1:1103:13910:25315__kiwi2020__AG0529-1121__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH222471.06FU
M00598:87:000000000-J7KGW:1:1103:14404:15159__kiwi2020__AG0529-0646__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellales_unidentified,Tremellales_unidentified_1,Tremellales_sp|SH229008.06FU
M00598:87:000000000-J7KGW:1:1103:14430:3247__kiwi2020__AG0529-0475__ITS1F,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Dictyochaeta,Dictyochaeta_sp_OTU_096|SH223026.06FU
M00598:87:000000000-J7KGW:1:1103:14442:24660__kiwi2020__AG0529-0922__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora_araliae|SH212658.06FU
M00598:87:000000000-J7KGW:1:1103:15107:24609__kiwi2020__AG0529-0914__ITS1F,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH233268.06FU
M00598:87:000000000-J7KGW:1:1103:15429:11779__kiwi2020__AG0529-1128__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_unidentified,Capnodiales_unidentified_1,Capnodiales_sp|SH238941.06FU
M00598:87:000000000-J7KGW:1:1103:15438:3820__kiwi2020__AG0529-0631__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unidentified,Hypocreales_unidentified_1,Hypocreales_sp|SH191582.06FU
M00598:87:000000000-J7KGW:1:1103:16215:27283__kiwi2020__AG0529-0912__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH218049.06FU
M00598:87:000000000-J7KGW:1:1103:16494:26531__kiwi2020__AG0529-1128__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora_dovyalidis|SH212656.06FU
M00598:87:000000000-J7KGW:1:1103:16996:4570__kiwi2020__AG0529-0475__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH211129.06FU
M00598:87:000000000-J7KGW:1:1103:17323:10270__kiwi2020__AG0529-0992__ITS1F,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Pulchromyces,Pulchromyces_fimicola|SH227367.06FU
M00598:87:000000000-J7KGW:1:1103:17459:11403__kiwi2020__AG0529-0393__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Trichocomaceae_unidentified,Trichocomaceae_sp|SH212231.06FU
M00598:87:000000000-J7KGW:1:1103:17912:21007__kiwi2020__AG0529-0911__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH230166.06FU
M00598:87:000000000-J7KGW:1:1103:18134:14927__kiwi2020__AG0529-0924__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_unidentified,Sordariales_unidentified_1,Sordariales_sp|SH234950.06FU
M00598:87:000000000-J7KGW:1:1103:18180:19854__kiwi2020__AG0529-1157__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellomycetes_unidentified,Tremellomycetes_unidentified_1,Tremellomycetes_unidentified_1,Tremellomycetes_sp|SH235992.06FU
M00598:87:000000000-J7KGW:1:1103:18215:19088__kiwi2020__AG0529-1169__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_unidentified,Capnodiales_unidentified_1,Capnodiales_sp|SH238980.06FU
M00598:87:000000000-J7KGW:1:1103:18323:12655__kiwi2020__AG0529-0921__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,Staurothele_areolata|SH221255.06FU
M00598:87:000000000-J7KGW:1:1103:18675:14357__kiwi2020__AG0529-0913__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH209315.06FU
M00598:87:000000000-J7KGW:1:1103:19270:24614__kiwi2020__AG0529-0959__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Gliomastix,Gliomastix_masseei|SH219547.06FU
M00598:87:000000000-J7KGW:1:1103:19297:8951__kiwi2020__AG0529-1019__ITS1F,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiales_unidentified,Rhizophydiales_unidentified_1,Rhizophydiales_sp|SH238809.06FU
M00598:87:000000000-J7KGW:1:1103:19351:25092__kiwi2020__AG0529-0997__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola_nigrescens|SH234919.06FU
M00598:87:000000000-J7KGW:1:1103:19649:20487__kiwi2020__AG0529-0476__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_buffonii|SH211124.06FU
M00598:87:000000000-J7KGW:1:1103:19927:22857__kiwi2020__AG0529-0922__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps_rubiginosiperitheciata|SH227646.06FU
M00598:87:000000000-J7KGW:1:1103:20018:5819__kiwi2020__AG0529-0396__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Incertae_sedis_12_unidentified,Tremellales_sp|SH197180.06FU
M00598:87:000000000-J7KGW:1:1103:20144:16064__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH224223.06FU
M00598:87:000000000-J7KGW:1:1103:20678:25808__kiwi2020__AG0529-0476__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Incertae_sedis_29,Incertae_sedis_30,Resinicium,Resinicium_bicolor|SH229994.06FU
